id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
0101,0.85047191,0.68796098,0.72892785,0.59958518,1.1402338
0102,-0.81183505,-0.87043029,-0.50214648,-1.1863468,-0.54324013
0103,-2.0152383,-1.9638313,-2.2313373,-1.5582637,-1.7365085
0104,-1.6702352,-1.674806,-1.5061456,-1.7329172,-1.3614089
0201,-2.2922237,-2.7451615,-2.3042009,-3.0079043,-0.6381104
0202,-0.1545238,-0.44293863,0.066974126,-0.93204951,0.61643052
0203,-1.3806661,-1.4431053,-0.79155654,-2.0085757,-1.032411
0204,0.096061103,0.29624486,0.18966548,0.38466126,-0.47191653
0205,0.26314086,0.47424755,0.59390146,0.32025501,-0.39966545
0301,-0.86712188,-0.60298198,-0.94375414,-0.21513022,-1.3979262
0302,1.0360216,0.96891463,0.94945598,0.92300189,1.0296967
0303,1.0182631,1.0336248,0.84329385,1.1572924,0.80690283
0304,0.81241632,0.85230243,0.83313173,0.81400663,0.54706311
0305,0.22256842,0.36029243,0.38363966,0.31208235,-0.21184041
0306,0.28844804,0.47172481,0.61320901,0.29567736,-0.30379266
0307,0.98989826,0.89184874,1.1063607,0.61295152,1.0465653
0401,-1.1052537,-1.3026519,-1.4806823,-1.0330316,-0.3116082
0402,1.122488,0.87924635,1.0475204,0.6482802,1.5698663
0403,0.31643936,0.055185616,0.45346323,-0.35405546,0.93640405
0404,0.86636406,0.79159176,1.0196074,0.50574666,0.87911361
0405,0.59810603,0.46427736,0.69904304,0.19376257,0.82784915
0501,-1.1893938,-0.96322602,-1.0962096,-0.76249343,-1.5807953
0502,-0.75719631,-0.74662399,-1.0152711,-0.42246124,-0.60400385
0503,-0.6426537,-0.66509259,-0.82493711,-0.45723531,-0.43367866
0504,1.609399,1.5412422,1.4529587,1.5265795,1.5059904
0601,0.68644869,0.65674031,0.85279059,0.41258746,0.61105776
0602,0.45148045,0.39169547,0.45228219,0.30344066,0.52509582
0603,1.0894142,1.0436447,1.0892278,0.92644203,1.0034705
0604,1.514022,1.3631939,1.4413764,1.1911247,1.6385077
0701,-0.80935329,-1.1330999,-0.40677941,-1.7957262,0.15601276
0702,-0.0062934035,-0.2108853,0.21129534,-0.62641442,0.51225305
0703,0.90476596,0.65190506,0.82982981,0.42653435,1.4195999
0704,-0.10886122,-0.18540034,-0.23363447,-0.12371559,0.13471018
0705,-0.16316187,-0.21674852,-0.38121179,-0.034601182,0.04251685
0706,-0.43652183,-0.43560883,-0.9371295,0.10455205,-0.28451759
0707,0.16866054,0.21919069,-0.043277871,0.47154903,0.030988054
0801,-2.0058587,-2.1618814,-1.7901611,-2.3936939,-1.2343036
0802,-0.46496207,-0.63329202,-0.75371605,-0.46772701,0.11593395
0803,-1.6240534,-1.744012,-1.7524068,-1.6171639,-0.9735232
0804,0.66300195,0.51047176,0.34307438,0.64627713,0.99000269
0901,0.38167414,0.51312494,0.40698886,0.58637846,-0.047174364
0902,-0.18342698,0.06256897,-0.29604194,0.42343667,-0.79143685
0903,0.68596876,0.8028962,0.52193451,1.0344887,0.26457107
0904,0.66372687,0.52771378,0.53164852,0.4879114,0.9197439
0905,1.0486515,1.0696936,0.8968994,1.1730599,0.81296664
1001,-0.91229576,-0.53141868,-0.65993667,-0.36452329,-1.793786
1002,-0.95132494,-0.79617274,-0.93322736,-0.60262698,-1.1874163
1003,0.89147007,1.1351186,1.1935334,0.99864662,0.025230281
1004,1.4995805,1.4646029,1.4645548,1.365304,1.3111181
1101,-0.90356904,-0.73460692,-1.0030609,-0.4114559,-1.1691579
1102,0.12420107,0.14210068,-0.18183357,0.4622682,0.095785856
1103,-0.55833972,0.014157725,-0.064371578,0.093150258,-2.0551968
1104,-0.40907446,-0.030474385,-0.12966952,0.072586127,-1.3846473
1105,1.1008807,1.1884632,1.0573714,1.2413148,0.66159707
1210,-1.0912939,-0.87893546,-1.0766793,-0.61798614,-1.453359
1221,-0.70378631,-0.61358398,-0.90236092,-0.27795088,-0.78258854
1222,1.5533463,1.4052331,1.4006644,1.3145638,1.6743584
1223,1.3867168,1.4071184,1.4559227,1.2619805,1.0567379
1230,-0.68557835,-0.61136866,-0.88880742,-0.28742957,-0.72436059
